metric_uid,title,source,product,is_ml,ml_task,ml_entity,concept,n_dashboards,dashboards,aliases,dc_kg_node_id,in_chart_registry,in_dc_kg,agreement,platform,sub_platform,domain,unit,aggregation,polarity,is_derived,is_kpi,depends_on,dependency_confidence,source_code_ref,formula
operational.critical_anomaly_count,Critical Anomalies,operational,MarketingIQ,false,,,critical_anomalies,1,data-quality,,,true,false,only_chart_registry,Operational,,operations,count,sum,lower_better,true,true,ga4.sessions; ga4.revenue,high,backend/app/features/data_quality/dashboard/repository.py:317-347 (get_critical_alerts_kpi: COUNT where ABS(sessions z) > 2 OR ABS(revenue z) > 2),Critical Anomalies = count of days in the trailing 7 days where sessions or revenue z-score exceeds 2 standard deviations from the mean
operational.schema_health_pct,Schema Health,operational,MarketingIQ,false,,,schema_health,1,data-quality,,,true,false,only_chart_registry,Operational,,operations,percent,ratio,higher_better,true,true,source.ga4._fivetran_synced; source.google_ads._fivetran_synced; source.meta_ads._fivetran_synced; source.klaviyo._fivetran_synced; threshold.sync_fresh_60min; threshold.sync_acceptable_360min,high,"backend/app/features/data_quality/dashboard/repository.py:603-667 (get_sparklines: daily_schema_health healthy_schemas = SUM(sync_lag<360), SCHEMA_HEALTH_PCT)","Schema Health % = (fresh + acceptable schemas) ÷ total schemas × 100, where fresh = synced < 60 min ago and acceptable = synced 60–360 min ago"
operational.tables_monitored,Tables Monitored,operational,MarketingIQ,false,,,tables_monitored,1,data-quality,,,true,false,only_chart_registry,Operational,,operations,count,count_distinct,neutral,true,false,source.information_schema.tables,high,backend/app/features/data_quality/dashboard/repository.py:135-156 (get_table_count_summary: COUNT(DISTINCT TABLE_NAME) over GA4/GOOGLE_ADS/META_ADS/KLAVIYO),"Tables Monitored = count of distinct tables across the GA4, Google Ads, Meta Ads, and Klaviyo source schemas"
operational.warning_alert_count,Warning Alerts,operational,MarketingIQ,false,,,warning_alerts,1,alerts-config,,,true,false,only_chart_registry,Operational,,operations,count,sum,lower_better,true,true,ga4.revenue; google_ads.roas; meta_ads.ctr,high,backend/app/features/alerts_config/dashboard/repository.py:30-92 (get_alert_summary: warning_revenue/warning_roas/warning_ctr BETWEEN bands summed into WARNING_ALERTS),"Warning Alerts = count of business metrics in their warning band (today's GA4 revenue in [$21,301, $27,431]) + (trailing-7-day Google Ads ROAS in [4.89, 5.91]) + (trailing-7-day Meta Ads CTR in [2.0%, 2.85%])"
ml.acquisition_forecast,Forecast New Customers (next 4w),ml,CustomerIQ,true,timeseries,customer,total_forecast,1,ml-acquisition-forecast,,,true,false,only_chart_registry,ML,,customer,count,sum,higher_is_better,false,true,,high,"backend/app/features/ml_acquisition_forecast/service.py:116-126 (get_summary), 32-45",Forecast New Customers (next 4w) = sum of the predicted new customers across every entry category over the next four weeks
ml.acquisition_forecast_avg_per_category,Avg / Entry Category,ml,CustomerIQ,true,timeseries,customer,avg_per_category,1,ml-acquisition-forecast,,,true,false,only_chart_registry,ML,,customer,count,ratio,neutral,true,false,ml.acquisition_forecast; ml.entry_categories_forecast,high,backend/app/features/ml_acquisition_forecast/service.py:116-143 (get_summary/get_forecast),Avg per Entry Category = total forecast new customers ÷ number of forecast entry categories
ml.acquisition_forecast_top10_concentration,Top-10 Concentration,ml,CustomerIQ,true,timeseries,customer,top10_concentration,1,ml-acquisition-forecast,,,true,false,only_chart_registry,ML,,customer,percent,ratio,neutral,true,false,ml.acquisition_forecast,high,backend/app/features/ml_acquisition_forecast/service.py:129-143 (get_forecast points),Top-10 Concentration = forecast new customers of the 10 highest entry categories ÷ total forecast new customers × 100
ml.acquisition_forecast_top_category,Top Entry Category,ml,CustomerIQ,true,timeseries,customer,top_category,1,ml-acquisition-forecast,,,true,false,only_chart_registry,ML,,customer,category,argmax,neutral,true,false,ml.acquisition_forecast,high,backend/app/features/ml_acquisition_forecast/service.py:129-143 (get_forecast points),"Top Entry Category = the entry category with the highest forecast new customers, with its share = that category's forecast ÷ total forecast new customers"
ml.actionable_customers,Actionable Customers,ml,CustomerIQ,true,classification,customer,actionable_customers,1,ml-intervention-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,positive,true,true,ml.intervention_propensity,high,backend/app/features/intervention_propensity/ml_service.py:313 (actionable = int((df['intervention_propensity'] >= threshold).sum())),Actionable Customers = count of customers whose predicted intervention propensity is at or above the optimal threshold (≈11.4%)
ml.activation_propensity,Avg Activation Propensity,ml,CustomerIQ,true,classification,customer,avg_activation_propensity,1,ml-activation,,,true,false,only_chart_registry,ML,,ml_modeling,probability,average,positive,false,true,,high,backend/app/features/activation_predictions/ml_service.py:374-376 (avg_propensity from summary.score_stats.mean or customers['activation_propensity'].mean()),Avg Activation Propensity = average predicted first-purchase (activation) propensity across all scored prospects
ml.active_customers,Active Customers,ml,CustomerIQ,true,classification,customer,customers,1,ml-life-cycle-stage,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.lifecycle_stage,high,backend/app/features/life_cycle_stage_predictions/ml_service.py:183-208 (get_dashboard_summary active_customers),Active Customers = count of customers whose predicted lifecycle stage is 'Active'
ml.aov_uplift_vs_historical_pct,Predicted Growth vs Past,ml,CustomerIQ,true,regression,customer,aov_uplift,1,ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,percent,ratio,higher_better,true,true,ml.avg_predicted_aov; magento.aov,high,backend/app/features/order_value_predictions/ml_service.py:193-201,Predicted Growth vs Past = (predicted average order value − historical average order value) ÷ historical average order value × 100; blank when no historical baseline exists
ml.ascending_trajectory_customers,Ascending Customers,ml,CustomerIQ,true,regression,customer,ascending_customers,1,ml-segment-value-trajectory,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.value_trajectory_class,high,"backend/app/features/segment_value_trajectory_predictions/ml_service.py:163-209 (get_dashboard_summary improve_total), 33-39 (_TRAJ_MAP)",Ascending Customers = count of customers predicted to move to a higher value trajectory (predicted class upgrade or big_upgrade)
ml.at_risk_customers,At-Risk Customers,ml,CustomerIQ,true,classification,customer,at_risk_customers,1,ml-life-cycle-stage,,,true,false,only_chart_registry,ML,,customer,customers,count,lower_is_better,true,true,ml.lifecycle_stage,high,backend/app/features/life_cycle_stage_predictions/ml_service.py:183-208 (get_dashboard_summary at_risk),At-Risk Customers = count of customers the lifecycle model flags as at risk of churning in the prediction horizon
ml.attributed_revenue,Paid Revenue,ml,MarketingIQ,true,regression,marketing,revenue,1,ml-marketing-mix,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,higher_better,false,true,ml.attributed_revenue_scores,high,"backend/app/features/ml_marketing_mix/service.py:319 (get_executive_kpis: total_paid_revenue = df[""attributed_revenue""].sum())","Paid Revenue = sum of model-attributed revenue across all paid channels (Google, Meta, Email)"
ml.avg_days_until_risk,Avg Days Until Risk,ml,ProductIQ,true,classification,product,avg_days_until_risk,1,ml-stock-out-risk,,,true,false,only_chart_registry,ML,,product,days,avg,higher_is_better,true,false,ml.high_risk_products,high,backend/app/features/stock_out_risk_predictions/ml_service.py:133-149 (avg_days_until_risk np.mean),Avg Days Until Risk = average projected days-until-stock-out across the Critical/High-risk products
ml.avg_grow_probability,Avg Growth Probability,ml,ProductIQ,true,regression,customer,avg_grow_probability,1,ml-wallet-share-growth,,,true,false,only_chart_registry,ML,,ml_modeling,probability,average,positive,false,true,,high,backend/app/features/wallet_share_growth_predictions/ml_service.py:159 (avg_growth_propensity from s['mean_prob_grow']),"Avg Growth Probability = average model-predicted probability of growing wallet share across all scored customers, shown as a percent"
ml.avg_optimal_markdown_depth,Avg Optimal Markdown Depth,ml,ProductIQ,true,regression,product,avg_optimal_markdown_depth,1,ml-markdown-optimal-timing,,,true,false,only_chart_registry,ML,,ml_modeling,percent,average,neutral,false,true,ml.optimal_markdown_pct_scores,high,"backend/app/features/markdown_optimal_timing_predictions/ml_service.py:139,144 (get_dashboard_summary: markdown_depths.append(optimal_markdown_pct); avg = np.mean(markdown_depths))",Avg Optimal Markdown Depth = average of the model's recommended markdown % across all products
ml.avg_predicted_aov,Expected Avg Order,ml,CustomerIQ,true,regression,customer,avg_predicted_aov,1,ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,currency,mean,higher_better,false,true,,high,backend/app/features/order_value_predictions/ml_service.py:193,Expected Avg Order = mean predicted next order value across all scored customers
ml.avg_seasonality_index,Avg Seasonality Index,ml,ProductIQ,true,timeseries,category,avg_seasonality_index,1,ml-category-seasonality,,,true,false,only_chart_registry,ML,,ml_modeling,index,mean,neutral,true,true,,high,backend/app/features/category_seasonality_predictions/ml_service.py:137-147,Avg Seasonality Index = average of every category's 12 monthly seasonality index values (index 1.0 = a month at that category's yearly average)
ml.avg_stage_duration_days,Avg Stage Duration,ml,CustomerIQ,true,classification,customer,avg_stage_duration_days,1,ml-life-cycle-stage,,,true,false,only_chart_registry,ML,,customer,days,none,neutral,false,false,,high,backend/app/features/life_cycle_stage_predictions/ml_service.py:202 (avg_stage_duration_days),Avg Stage Duration = average number of days customers remain in their current lifecycle stage
ml.best_day_of_week,Best Day of Week,ml,CustomerIQ,true,classification,customer,best_day_of_week,1,ml-timing-response,,,true,false,only_chart_registry,ML,,customer,weekday,mode,neutral,false,false,,high,backend/app/features/timing_response_predictions/ml_service.py:164-168 (best_day_of_week mode),Best Day of Week = the most common predicted best-response weekday across customers (mode of each customer's best day)
ml.brand_affinity_multi_brand_customers,Multi-Brand Customers,ml,ProductIQ,true,ranking,brand,multi_brand_customers,1,ml-brand-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,false,true,,high,backend/app/features/brand_affinity_predictions/ml_service.py:148,Multi-Brand Customers = count of scored customers the model classifies as Explorers or Switchers (buying across multiple brands)
ml.brand_affinity_single_brand_loyalists,Single Brand Loyalists,ml,ProductIQ,true,ranking,brand,single_brand_loyalists,1,ml-brand-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,false,true,,high,backend/app/features/brand_affinity_predictions/ml_service.py:147,Single Brand Loyalists = count of scored customers the model classifies as Loyalists (loyalty type = Loyalist)
ml.brand_affinity_switcher_pool,Brand Switcher Pool,ml,ProductIQ,true,ranking,brand,brand_switcher_pool,1,ml-brand-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,neutral,false,true,,high,backend/app/features/brand_affinity_predictions/ml_service.py:149,Brand Switcher Pool = count of scored customers the model classifies as brand Switchers (loyalty type = Switcher)
ml.brand_affinity_top_brand,Top Brand by Affinity,ml,ProductIQ,true,ranking,brand,top_brand,1,ml-brand-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,label,mode,neutral,false,true,,high,backend/app/features/brand_affinity_predictions/ml_service.py:151-154,Top Brand by Affinity = the single brand most frequently identified as a customer's top brand across all scored customers (most common top brand)
ml.break_even_discount,Break-Even Discount,ml,CustomerIQ,true,classification,customer,break_even_discount,1,ml-discount-response,,,true,false,only_chart_registry,ML,,ml_modeling,percent,derived,lower_better,true,true,ml.discount_pct; ml.net_revenue,high,backend/app/features/discount_response_predictions/ml_service.py:167-171 (get_dashboard_summary: first row sorted by discount_pct where net_revenue >= 0),Break-Even Discount = the shallowest discount depth where net revenue first turns non-negative (uplift just covers the discount cost)
ml.buyer_breadth_categories_forecast,Categories Forecast,ml,ProductIQ,true,timeseries,category,categories_forecast,1,ml-category-buyer-breadth-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,categories,distinct_count,neutral,false,false,,high,backend/app/features/ml_category_buyer_breadth_forecast/service.py:150 (n_categories = int(df['entity'].nunique())),Categories Forecast = count of distinct categories that have a next-4-week buyer forecast
ml.buyer_breadth_forecast_avg_per_category,Avg / Category,ml,ProductIQ,true,timeseries,category,avg_per_category,1,ml-category-buyer-breadth-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,buyers,ratio,neutral,true,false,ml.category_buyer_breadth_forecast; ml.buyer_breadth_categories_forecast,high,backend/app/features/ml_category_buyer_breadth_forecast/service.py:142-149 (summary carries mean_forecast_per_category over total_forecast_buyers / n_categories),Avg per Category = total forecast buyers ÷ number of forecast categories
ml.buyer_breadth_top10_concentration,Top-10 Concentration,ml,ProductIQ,true,timeseries,category,top10_concentration,1,ml-category-buyer-breadth-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,neutral,true,false,ml.category_buyer_breadth_forecast,medium,"backend/app/features/ml_category_buyer_breadth_forecast/service.py:152-166 (get_forecast points by category, sorted by forecast_buyers); concentration computed in dashboard-v2 forecastStats()",Top-10 Concentration = forecast buyers of the 10 highest categories ÷ total forecast buyers
ml.buyer_breadth_top_category,Top Category,ml,ProductIQ,true,timeseries,category,top_category,1,ml-category-buyer-breadth-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,category,max,neutral,true,false,ml.category_buyer_breadth_forecast,medium,backend/app/features/ml_category_buyer_breadth_forecast/service.py:152-166 (per-category forecast points); top/share computed in dashboard-v2 forecastStats(),"Top Category = the category with the highest forecast buyers, with its share = that category's forecast buyers ÷ total forecast buyers"
ml.cart_recovery_high_medium_pool,High+Medium Tier Pool,ml,CustomerIQ,true,classification,customer,high_medium_pool,1,ml-cart-recovery,,,true,false,only_chart_registry,ML,,customer,carts,count,higher_is_better,true,false,ml.cart_recovery_score,medium,"backend/app/features/cart_recovery_predictions/ml_service.py:416-432 (tier_counts), 242-246 (_SERVING_GUARDRAILS)",High+Medium Tier Pool = count of abandoned carts in the high and medium recovery-score tiers combined (the pool most worth a recovery touch)
ml.cart_recovery_score,Avg Recovery Score,ml,CustomerIQ,true,classification,customer,avg_recovery_score,1,ml-cart-recovery,,,true,false,only_chart_registry,ML,,customer,score,avg,higher_is_better,false,true,,high,"backend/app/features/cart_recovery_predictions/ml_service.py:397-432 (get_dashboard_summary avg_recovery_propensity), 186",Avg Recovery Score = average predicted recovery propensity across all scored abandoned carts
ml.carts_scored,Abandoned Carts,ml,CustomerIQ,true,classification,customer,abandoned_carts,1,ml-cart-recovery,,,true,false,only_chart_registry,ML,,customer,carts,count,neutral,false,false,,high,backend/app/features/cart_recovery_predictions/ml_service.py:404-406 (total_carts_scored),Abandoned Carts = count of abandoned carts scored by the recovery model this run
ml.category_affinity_customers_scored,Customers Scored,ml,ProductIQ,true,ranking,category,total_scored,1,ml-category-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,neutral,false,false,,high,"backend/app/features/affinity_predictions/ml_service.py:247,282 (total = len(df); total_customers_scored)",Customers Scored = number of customers who received a category recommendation in the latest scoring run
ml.category_affinity_high_confidence_customers,High Confidence,ml,ProductIQ,true,ranking,category,high_confidence,1,ml-category-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,positive,true,false,ml.category_affinity_customers_scored,high,"backend/app/features/affinity_predictions/ml_service.py:249,254,284 (tier_counts.get('High'); high_confidence_pct = high_n/total)",High Confidence = count of scored customers whose predicted top category carries a High confidence tier; share = that count ÷ total customers scored
ml.category_affinity_top1_served_customers,Single Recommendation,ml,ProductIQ,true,ranking,category,top1_served,1,ml-category-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,neutral,true,false,ml.category_affinity_customers_scored,high,"backend/app/features/affinity_predictions/ml_service.py:250-251,257,289 (strategy_counts.get('top1'); top1_served_pct)",Single Recommendation = count of scored customers whose recommendation strategy is a single top-1 category; share = that count ÷ total customers scored
ml.category_affinity_top3_served_customers,3-Category Basket,ml,ProductIQ,true,ranking,category,top3_served,1,ml-category-affinity,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,neutral,true,false,ml.category_affinity_customers_scored,high,"backend/app/features/affinity_predictions/ml_service.py:250-251,258,292 (strategy_counts.get('top3'); top3_served_pct)",3-Category Basket = count of scored customers whose recommendation strategy serves three categories; share = that count ÷ total customers scored
ml.category_buyer_breadth_forecast,Forecast Buyers (next 4w),ml,ProductIQ,true,timeseries,category,total_forecast,1,ml-category-buyer-breadth-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,buyers,sum,positive,false,true,,high,"backend/app/features/ml_category_buyer_breadth_forecast/service.py:38,149 (SCORE_COL='category_buyer_breadth_forecast_lgbm_score'; total_forecast_buyers=float(df[SCORE_COL].sum()))","Forecast Buyers (next 4w) = sum of the LightGBM-predicted distinct-buyer (reach) score across every category over the next four weeks (approximate reach, not additive across weeks)"
ml.category_purchase_propensity_customers_scored,Customers Scored,ml,ProductIQ,true,classification,category,customers,1,ml-category-purchase-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,false,true,ml.category_purchase_propensity_scores,high,"backend/app/features/category_purchase_propensity_predictions/ml_service.py:132-133 (get_dashboard_summary: total = len(customers) ... else s.get(""total_customers_scored""))",Customers Scored = number of customers with a category purchase-propensity prediction in the latest run
ml.category_purchase_propensity_high_propensity_pool,High Propensity Pool,ml,ProductIQ,true,classification,category,high_purchase_propensity_pool,1,ml-category-purchase-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,count,count,higher_better,true,true,ml.category_purchase_propensity_customers_scored; ml.category_purchase_propensity_scores,high,"backend/app/features/category_purchase_propensity_predictions/ml_service.py:134,137-138 (get_dashboard_summary: high_count = s.get(""high_propensity_count""); high_propensity_pct = high_count / max(total,1) * 100)",High Propensity Pool = count of customers with high-confidence category purchase predictions; share = that count ÷ total customers scored
ml.category_purchase_propensity_model_auc,Model AUC,ml,ProductIQ,true,classification,category,model_auc,1,ml-category-purchase-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,none,higher_better,false,true,ml.category_purchase_propensity_model_config,high,"backend/app/features/category_purchase_propensity_predictions/ml_service.py:140 (get_dashboard_summary: model_auc = s.get(""model_auc"", mc.get(""test_metrics"",{}).get(""auc"",0.0)))","Model AUC = area under the ROC curve for the category purchase-propensity model (offline quality metric read from the artifact; 0.5 = random, 1.0 = perfect)"
ml.category_purchase_propensity_top_opportunity_category,Top Opportunity Category,ml,ProductIQ,true,classification,category,top_opportunity_category,1,ml-category-purchase-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,category,none,neutral,false,false,ml.category_purchase_propensity_scores,high,"backend/app/features/category_purchase_propensity_predictions/ml_service.py:139 (get_dashboard_summary: top_opportunity_category = s.get(""top_opportunity_category"",""""))",Top Opportunity Category = the product category with the strongest purchase-propensity signals across all scored customers (read from the precomputed summary artifact)
ml.category_revenue_categories_forecast,Categories Forecast,ml,ProductIQ,true,timeseries,category,categories_forecast,1,ml-category-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,categories,distinct_count,neutral,false,false,,high,backend/app/features/ml_category_revenue_forecast/service.py:150 (n_categories = int(df['entity'].nunique())),Categories Forecast = count of distinct categories that have a next-4-week revenue forecast
ml.category_revenue_forecast,Forecast Revenue (next 4w),ml,ProductIQ,true,timeseries,category,total_forecast,1,ml-category-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,positive,false,true,,high,"backend/app/features/ml_category_revenue_forecast/service.py:35,150 (SCORE_COL='category_revenue_forecast_lgbm_score'; total_forecast_revenue=float(df[SCORE_COL].sum()))",Forecast Revenue (next 4w) = sum of the LightGBM-predicted revenue across every category over the next four weeks
ml.category_revenue_forecast_avg_per_category,Avg / Category,ml,ProductIQ,true,timeseries,category,avg_per_category,1,ml-category-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,currency,ratio,neutral,true,false,ml.category_revenue_forecast; ml.category_revenue_categories_forecast,high,backend/app/features/ml_category_revenue_forecast/service.py:143-150 (summary mean_forecast_per_category over total_forecast_revenue / n_categories),Avg per Category = total forecast revenue ÷ number of forecast categories
ml.category_revenue_top10_concentration,Top-10 Concentration,ml,ProductIQ,true,timeseries,category,top10_concentration,1,ml-category-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,neutral,true,false,ml.category_revenue_forecast,medium,backend/app/features/ml_category_revenue_forecast/service.py:153-167 (get_forecast per-category points sorted by forecast_revenue); concentration in dashboard-v2 forecastStats(),Top-10 Concentration = forecast revenue of the 10 highest categories ÷ total forecast revenue
ml.category_revenue_top_category,Top Category,ml,ProductIQ,true,timeseries,category,top_category,1,ml-category-revenue-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,category,max,neutral,true,false,ml.category_revenue_forecast,medium,backend/app/features/ml_category_revenue_forecast/service.py:153-167 (per-category forecast points); top/share in dashboard-v2 forecastStats(),"Top Category = the category with the highest forecast revenue, with its share = that category's forecast revenue ÷ total forecast revenue"
ml.channel_affinity_avg_confidence,Average Confidence,ml,CustomerIQ,true,ranking,customer,avg_confidence,1,ml-channel-affinity,,,true,false,only_chart_registry,ML,,customer,score,avg,higher_is_better,false,true,,high,"backend/app/features/channel_affinity_predictions/ml_service.py:151-152,169-177 (avg_channel_confidence)",Average Confidence = mean predicted channel confidence of the preferred channel across all scored customers
ml.channel_affinity_matched_customers,Channel-Matched Customers,ml,CustomerIQ,true,ranking,customer,channel_matched,1,ml-channel-affinity,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,false,true,,high,backend/app/features/channel_affinity_predictions/ml_service.py:151 (matched > 0.6),Channel-Matched Customers = count of scored customers whose preferred-channel prediction confidence is above 0.6
ml.channel_affinity_multi_channel_pool,Multi-Channel Pool,ml,CustomerIQ,true,ranking,customer,multi_channel_pool,1,ml-channel-affinity,,,true,false,only_chart_registry,ML,,customer,customers,count,neutral,false,false,,high,backend/app/features/channel_affinity_predictions/ml_service.py:159-164 (multi_channel),Multi-Channel Pool = count of scored customers whose predicted preferred channel is Multi-channel rather than a single channel
ml.channel_affinity_top_channel,Top Channel,ml,CustomerIQ,true,ranking,customer,top_channel,1,ml-channel-affinity,,,true,false,only_chart_registry,ML,,customer,channel,mode,neutral,false,false,,high,backend/app/features/channel_affinity_predictions/ml_service.py:154-157 (top_channel mode),Top Channel = the most common predicted preferred marketing channel across all scored customers (most frequent preferred channel)
ml.channels_at_saturation,Channels at Saturation,ml,CustomerIQ,true,timeseries,customer,channels_at_saturation,1,ml-channel-response-curve,,,true,false,only_chart_registry,ML,,customer,channels,count,lower_is_better,true,true,ml.current_spend; ml.optimal_spend,high,backend/app/features/channel_response_curve_predictions/ml_service.py:147-154 (channels_at_saturation),Channels at Saturation = count of channels spending above 80% of their model-estimated optimal budget (current spend ÷ optimal spend > 0.8)
ml.churn_probability,Average Churn Probability,ml,CustomerIQ,true,classification,customer,avg_churn_probability,1,ml-churn-analysis,,,true,false,only_chart_registry,ML,,ml_modeling,probability,average,negative,false,true,,high,backend/app/features/churn_analysis/ml_service.py:318 (dash_summary['avg_churn_probability'] = float(cust_pred['churn_probability'].mean())),"Average Churn Probability = mean predicted churn probability across all scored customers, shown as a percentage"
ml.churn_rate,Churn Rate,ml,CustomerIQ,true,classification,customer,churn_rate,1,ml-churn-analysis,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,ratio,negative,true,true,ml.churn_probability,high,"backend/app/features/churn_analysis/ml_service.py:90,294-310 (HIGH_RISK_THRESHOLD=0.387; high_risk_pct = high_risk_count/total_n)",Churn Rate = customers whose predicted churn probability clears the at-risk threshold ÷ total customers scored
ml.clv_at_risk,Total CLV at Risk,ml,CustomerIQ,true,classification,customer,clv,1,ml-churn-analysis,,,true,false,only_chart_registry,ML,,ml_modeling,currency,sum,negative,true,true,ml.churn_probability; ml.pred_clv_180d,high,"backend/app/features/churn_analysis/ml_service.py:292,300-301,322-328 (clv_col sum; scaled by _clv_scale = horizon_days/180)","Total CLV at Risk = sum across customers of (predicted churn probability × predicted customer lifetime value), scaled to the selected horizon"
ml.conversion_rate,Avg Conversion Rate,ml,CustomerIQ,true,classification,customer,conversion_rate,1,ml-offer-type-response,,,true,false,only_chart_registry,ML,,ml_modeling,ratio,average,positive,false,true,,high,backend/app/features/offer_type_response_predictions/ml_service.py:161-162 (rates from conversion_by_type; avg=np.mean(rates)),Avg Conversion Rate = mean of the predicted conversion rate across all offer types
ml.customers_scored,Total Customers Scored,ml,CustomerIQ,true,classification,customer,customers,3,ml-churn-analysis; ml-high-value-propensity; ml-order-value,,,true,false,only_chart_registry,ML,,ml_modeling,customers,count,neutral,false,true,,high,backend/app/features/churn_analysis/ml_service.py:306; backend/app/features/order_value_predictions/ml_service.py:187; backend/app/features/high_value_propensity_predictions/ml_service.py (total = len(customers) or summary.total_customers_scored),Total Customers Scored = count of customers with a valid high-value propensity prediction in this run
ml.declining_trajectory_customers,Declining Customers,ml,CustomerIQ,true,regression,customer,declining_customers,1,ml-segment-value-trajectory,,,true,false,only_chart_registry,ML,,customer,customers,count,lower_is_better,true,true,ml.value_trajectory_class,high,"backend/app/features/segment_value_trajectory_predictions/ml_service.py:163-209 (get_dashboard_summary decline_total), 33-39 (_TRAJ_MAP)",Declining Customers = count of customers predicted to move to a lower value trajectory (predicted class downgrade or big_downgrade)
ml.demand_forecast,Forecast Units (next 4w),ml,ProductIQ,true,timeseries,product,total_forecast,1,ml-product-demand-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,units,sum,neutral,false,true,,high,backend/app/features/ml_demand_forecast/service.py:141-148,Forecast Units (next 4w) = sum of the LightGBM-predicted unit demand across every product over the next four weeks
ml.demand_forecast_avg_per_product,Avg / Product,ml,ProductIQ,true,timeseries,product,avg_per_product,1,ml-product-demand-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,units,ratio,neutral,true,false,ml.demand_forecast; ml.products_forecast,high,backend/app/features/ml_demand_forecast/service.py:148; dashboard-v2/.../ml-product-demand-forecast/lib/transformers.ts:29,Avg per Product = total forecast units ÷ number of forecast products
ml.demand_forecast_top_product,Highest-Demand Product,ml,ProductIQ,true,timeseries,product,top_product,1,ml-product-demand-forecast,,,true,false,only_chart_registry,ML,,ml_modeling,units,max,neutral,true,false,ml.demand_forecast,high,dashboard-v2/.../ml-product-demand-forecast/lib/transformers.ts:40-58,"Highest-Demand Product = the product with the highest forecast units, with its share = that product's forecast units ÷ total forecast units"
ml.discount_high_responders,High Responders,ml,CustomerIQ,true,classification,customer,high_responders_count,1,ml-discount-response-propensity,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.discount_response_probability,high,"backend/app/features/discount_response_propensity_predictions/ml_service.py:130,137 (high_responders_count)",High Responders = count of customers in the highest discount-response tier (strongest reactors to promotional pricing)
ml.discount_model_auc,Model AUC,ml,CustomerIQ,true,classification,customer,model_auc,1,ml-discount-response-propensity,,,true,false,only_chart_registry,ML,,ml_modeling,auc,none,higher_is_better,false,false,,high,backend/app/features/discount_response_propensity_predictions/ml_service.py:140 (model_auc),Model AUC = area under the ROC curve for the discount-response classifier on the holdout set (closer to 1.0 means cleaner separation of responders from non-responders)
ml.discount_responsive_customers,Discount-Responsive Customers,ml,CustomerIQ,true,classification,customer,discount_responsive_count,1,ml-discount-response-propensity,,,true,false,only_chart_registry,ML,,customer,customers,count,higher_is_better,true,true,ml.discount_response_probability,high,"backend/app/features/discount_response_propensity_predictions/ml_service.py:129,134-135 (discount_responsive_count)",Discount-Responsive Customers = count of customers the model predicts will respond to a discount offer
ml.entry_categories_forecast,Entry Categories Forecast,ml,CustomerIQ,true,timeseries,customer,categories_forecast,1,ml-acquisition-forecast,,,true,false,only_chart_registry,ML,,customer,count,distinct_count,neutral,false,false,,high,backend/app/features/ml_acquisition_forecast/service.py:116-126 (get_summary n_entry_categories),Entry Categories Forecast = count of distinct entry categories that carry a next-4-week new-customer forecast
