node_id,scope,source,source_method,mart_model,source_set,source_confidence,metric_base,aggregation,product,department,grain,grain_source,schema_verified,tenant,node_class,is_derived,keep,type,type_confidence,dimensions,card_endpoint,series_endpoint,n_card,n_series,n_breakdown,mart_source,formula,formula_components,occurrences,source_dashboards,raw_ids,roles,data_owner,steward,sensitivity,compliance_tags,description,unit,polarity,aliases,last_updated,refresh_cadence,sla,null_rate,completeness,quality_score,is_kpi,priority_tier,seasonality_profile,stationarity,volatility,status,version,source_columns,source_expr,availability,history_start,history_end,n_periods
store.critical_risk_count,store,magento,dbt,mart_customer_health,magento,high,critical_risk_count,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,,low,,/api/v1/customer-health/metrics/critical_risk_count,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,customer_health,critical_risk_count,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Critical Risk Count (count) — metric on store [Customer IQ], lower_is_better.",count,lower_is_better,,,daily,,,,,no,3,,,,active,1,CHURN_RISK_LEVEL,COUNT(CASE WHEN h.CHURN_RISK_LEVEL = 'Critical' THEN 1 END),empty,,,
store.cross_sell_recommendations,store,magento,dbt,mart_product_affinity_daily,magento,high,cross_sell_recommendations,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/product-affinity/charts/cross_sell_recommendations,0,1,0,DB_RARE_SEEDS.MARTS.mart_product_affinity_daily,,,1,product_affinity,cross_sell_recommendations,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Cross Sell Recommendations (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.customer,store,magento,dbt,mart_customer_summary,magento,high,customer,level,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/customer-overview/charts/customer_segments,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,customer_segments,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Customer (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.customer_growth,store,magento,dbt,mart_customer_summary,magento,high,customer_growth,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/customer-overview/charts/customer_growth,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,customer_growth,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Customer Growth (number) — metric on store [Customer IQ], higher_is_better.",number,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.customer_health,store,magento,dbt,mart_customer_summary,magento,high,customer_health,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/customer-overview/charts/customer_health,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,customer_health,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Customer Health (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.customer_quality,store,magento,dbt,mart_customer_acquisition,magento,high,customer_quality,level,Customer IQ,Customer Success,weekly,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/customer-acquisition/charts/customer_quality,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_acquisition,,,1,customer_acquisition,customer_quality,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Customer Quality (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.customers.sum,store,magento,dbt,mart_customer_rfm|mart_customer_summary,magento,high,customers,sum,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/customer-overview/metrics/total_customers,,2,0,0,DB_RARE_SEEDS.MARTS.mart_customer_rfm|DB_RARE_SEEDS.MARTS.mart_customer_summary,,,2,customer_overview|customer_rfm,total_customers,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Customers (count) — metric on store [Customer IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,ACTIVITY|ANY|CUSTOMERS|CUSTOMER_ID|DATE|DATE_FROM|DATE_TO|DURING|FIRST_ORDER_DATE|HAD|LAST_ORDER_DATE|RANGE|THE|TOTAL|WHO,-- Total: Customers who had any order activity during the date range COUNT(DISTINCT CASE WHEN first_order_date <= :date_to AND last_order_date >= :date_from THE,empty,,,
store.customers_with_clv,store,magento,dbt,mart_customer_ltv,magento,high,customers_with_clv,level,Customer IQ,Customer Success,daily,heuristic,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/customer-ltv/metrics/customers_with_clv,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_ltv,,,1,customer_ltv,customers_with_clv,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Customers With Clv (currency) — metric on store [Customer IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,no,3,,,,active,1,ACTUAL_LTV,COUNT(l.ACTUAL_LTV),empty,,,
store.customers_with_scores,store,magento,dbt,mart_customer_health,magento,high,customers_with_scores,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/customer-health/metrics/customers_with_scores,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,customer_health,customers_with_scores,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Customers With Scores (count) — metric on store [Customer IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,HEALTH_SCORE,COUNT(CASE WHEN h.HEALTH_SCORE IS NOT NULL THEN 1 END),empty,,,
store.daily_trend,store,magento,dbt,mart_customer_acquisition,magento,high,daily_trend,level,Customer IQ,Customer Success,weekly,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/customer-acquisition/charts/daily_trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_acquisition,,,1,customer_acquisition,daily_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Daily Trend (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.details,store,magento,heuristic,mart_product_seasonality,magento,low,details,level,Product IQ,Merchandising,weekly,dbt,no,rare_seeds,observable,no,no,,,,,/api/v1/product-seasonality/charts/product-details,0,1,0,DB_RARE_SEEDS.MARTS.mart_product_seasonality,,,1,product_seasonality,product-details,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Details (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.engagement.rate,store,magento,heuristic,mart_customer_journey,magento,low,engagement,rate,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,yes,yes,mediator,low,,/api/v1/customer-journey/metrics/engagement-rate,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_journey,,,1,customer_journey,engagement-rate,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Engagement (percent) — metric on store [Customer IQ], higher_is_better.",percent,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.engagement_recency,store,magento,dbt,mart_customer_health,magento,high,engagement_recency,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/customer-health/charts/engagement_recency,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,customer_health,engagement_recency,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Engagement Recency (days) — metric on store [Customer IQ], higher_is_better.",days,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.expected_order_timing,store,magento,dbt,mart_customer_health,magento,high,expected_order_timing,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/customer-health/charts/expected_order_timing,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,customer_health,expected_order_timing,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Expected Order Timing (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.first_repeat_revenue,store,magento,dbt,mart_customer_retention,magento,high,first_repeat_revenue,level,Customer IQ,Customer Success,weekly,dbt,no,rare_seeds,observable,no,yes,outcome,high,,,/api/v1/customer-retention/charts/first_vs_repeat_revenue,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_retention,,,1,customer_retention,first_vs_repeat_revenue,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"First Repeat Revenue (currency) — metric on store [Customer IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.funnel,store,ga4,dbt,mart_ga4_product_daily,ga4,high,funnel,level,Product IQ,Merchandising,daily,dbt,yes,rare_seeds,observable,no,yes,mediator,high,,,/api/v1/product-overview/charts/funnel,0,1,0,DB_RARE_SEEDS.MARTS.mart_ga4_product_daily,,,1,product_overview,funnel,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Funnel (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.funnel_rates,store,magento,heuristic,mart_customer_journey,magento,low,funnel_rates,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,mediator,high,,/api/v1/customer-journey/metrics/funnel-rates,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_journey,,,1,customer_journey,funnel-rates,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Funnel Rates (percent) — metric on store [Customer IQ], neutral.",percent,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.geographic,store,magento,dbt,mart_customer_summary,magento,high,geographic,level,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,no,,,,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,geographic_distribution,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Geographic (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.health,store,magento,dbt,mart_customer_health,magento,high,health,level,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/customer-health/charts/health_trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,customer_health,health_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Health (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,available,2023-06-01,2026-04-16,1051
store.health_score.avg,store,magento,dbt,mart_customer_health,magento,high,health_score,avg,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,/api/v1/customer-health/metrics/avg_health_score,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_health,,,1,customer_health,avg_health_score,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Health Score (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,HEALTH_SCORE,"ROUND(AVG(h.HEALTH_SCORE), 1)",available,2023-06-01,2026-04-16,1051
store.item_price.avg,store,magento,heuristic,,magento,low,item_price,avg,Product IQ,Merchandising,daily,heuristic,no,rare_seeds,observable,no,yes,outcome,low,,/api/v1/product-category/metrics/avg_item_price,,1,0,0,,,,1,product_category,avg_item_price,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Item Price (currency) — metric on store [Product IQ], lever.",currency,lever,,,daily,,,,,no,3,,,,active,1,ITEMS_PURCHASED|ITEM_REVENUE,"ROUND(SUM(item_revenue) / NULLIF(SUM(items_purchased), 0), 2)",empty,,,
store.items_per_order.avg,store,magento,dbt,mart_product_affinity_daily,magento,high,items_per_order,avg,Product IQ,Merchandising,daily,dbt,yes,rare_seeds,observable,yes,yes,outcome,high,,/api/v1/product-affinity/metrics/avg_items_per_order,,1,0,0,DB_RARE_SEEDS.MARTS.mart_product_affinity_daily,,,1,product_affinity,avg_items_per_order,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Items Per Order (ratio) — metric on store [Product IQ], neutral.",ratio,neutral,,,daily,,,,,no,3,,,,active,1,TOTAL_ITEMS_ORDERED|TOTAL_ORDERS,"ROUND(SUM(TOTAL_ITEMS_ORDERED) * 1.0 / NULLIF(SUM(TOTAL_ORDERS), 0), 2)",empty,,,
store.items_sold,store,magento,heuristic,,magento,low,items_sold,level,Product IQ,Merchandising,daily,heuristic,no,rare_seeds,observable,no,yes,,low,,/api/v1/product-category/metrics/items_sold,,1,0,0,,,,1,product_category,items_sold,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Items Sold (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,ITEMS_PURCHASED,SUM(items_purchased),empty,,,
store.journey,store,magento,heuristic,mart_customer_journey,magento,low,journey,level,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/customer-journey/charts/campaign-journey,0,2,0,DB_RARE_SEEDS.MARTS.mart_customer_journey,,,1,customer_journey,campaign-journey|device-journey,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Journey (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.klaviyo_touchpoints,store,magento,heuristic,mart_customer_journey,magento,low,klaviyo_touchpoints,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/customer-journey/charts/klaviyo-touchpoints,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_journey,,,1,customer_journey,klaviyo-touchpoints,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Klaviyo Touchpoints (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.kpi_7day,store,magento,dbt,mart_customer_summary,magento,high,kpi_7day,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,no,,,,,/api/v1/customer-overview/charts/kpi_7day_trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,kpi_7day_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Kpi 7Day (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.kpi_current,store,magento,dbt,mart_customer_acquisition,magento,high,kpi_current,level,Customer IQ,Customer Success,weekly,dbt,no,rare_seeds,observable,no,no,,,,/api/v1/customer-acquisition/metrics/kpi_current,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_acquisition,,,1,customer_acquisition,kpi_current,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Kpi Current (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.kpi_previous,store,magento,dbt,mart_customer_acquisition,magento,high,kpi_previous,level,Customer IQ,Customer Success,weekly,dbt,no,rare_seeds,observable,no,no,,,,/api/v1/customer-acquisition/metrics/kpi_previous,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_acquisition,,,1,customer_acquisition,kpi_previous,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Kpi Previous (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.kpis,store,magento,dbt,mart_customer_summary,magento,high,kpis,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,no,,,,,/api/v1/customer-overview/charts/kpis,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,kpis,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Kpis (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.landing_pages,store,magento,heuristic,mart_customer_journey,magento,low,landing_pages,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/customer-journey/charts/landing-pages,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_journey,,,1,customer_journey,landing-pages,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Landing Pages (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.launch_count,store,ga4,dbt,mart_ga4_product_id_daily,ga4,high,launch_count,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,,low,,/api/v1/new-products/metrics/launch-count,,1,0,0,DB_RARE_SEEDS.MARTS.mart_ga4_product_id_daily,,,1,new_products,launch-count,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Launch Count (count) — metric on store [Product IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.launches,store,ga4,dbt,mart_ga4_product_id_daily,ga4,high,launches,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,no,,,month,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_ga4_product_id_daily,,,1,new_products,launches-by-month,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Launches (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.ltv,store,magento,dbt,mart_customer_summary,magento,high,ltv,level,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,no,,,,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,ltv_distribution,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Ltv (currency) — metric on store [Customer IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,,,,,,
store.ltv.avg,store,magento,dbt,mart_customer_summary,magento,high,ltv,avg,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,yes,outcome,high,,/api/v1/customer-overview/metrics/avg_ltv,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,avg_ltv,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Ltv (currency) — metric on store [Customer IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,yes,1,,,,active,1,ACTIVE|CUSTOMERS|DATE_FROM|DATE_TO|FIRST_ORDER_DATE|FOR|LAST_ORDER_DATE|METRICS|NET_LTV|PERIOD|THE,"-- Metrics for customers active in the period ROUND(AVG(CASE WHEN first_order_date <= :date_to AND last_order_date >= :date_from THEN net_ltv END), 2)",empty,,,
store.ltv_cac,store,magento,dbt,mart_customer_summary,magento,high,ltv_cac,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,yes,yes,outcome,high,,,/api/v1/customer-overview/charts/ltv_cac_trend,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,ltv_cac_trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Ltv Cac (ratio) — metric on store [Customer IQ], lower_is_better.",ratio,lower_is_better,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.ltv_summary,store,magento,dbt,mart_customer_summary,magento,high,ltv_summary,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,no,,,,,/api/v1/customer-overview/charts/ltv_summary,0,1,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,ltv_summary,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Ltv Summary (currency) — metric on store [Customer IQ], higher_is_better.",currency,higher_is_better,,,daily,,,,,no,3,,,,active,1,,,,,,
store.medium,store,magento,dbt,mart_customer_acquisition|mart_customer_journey,magento,high,medium,level,Customer IQ,Customer Success,daily,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/customer-acquisition/charts/source_medium,0,2,0,DB_RARE_SEEDS.MARTS.mart_customer_acquisition|DB_RARE_SEEDS.MARTS.mart_customer_journey,,,2,customer_acquisition|customer_journey,source-medium|source_medium,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Medium (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.multi,store,magento,dbt,mart_product_affinity_daily,magento,high,multi,level,Product IQ,Merchandising,daily,dbt,yes,rare_seeds,observable,no,no,,,item,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_product_affinity_daily,,,1,product_affinity,multi_item_distribution,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Multi (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.new,store,ga4,dbt,mart_ga4_product_daily,ga4,high,new,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,no,,,,,/api/v1/product-overview/charts/new_products,0,1,0,DB_RARE_SEEDS.MARTS.mart_ga4_product_daily,,,1,product_overview,new_products,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"New (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.new_customers,store,magento,dbt,mart_customer_summary,magento,high,new_customers,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,outcome,high,,/api/v1/customer-overview/metrics/new_customers,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_summary,,,1,customer_overview,new_customers,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"New Customers (count) — metric on store [Customer IQ], neutral.",count,neutral,,,daily,,,,,no,3,,,,active,1,BUYERS|CUSTOMER_ID|DATE|DATE_FROM|DATE_TO|DURING|FIRST|FIRST_ORDER_DATE|NEW|RANGE|THE|TIME|WITHIN,-- New: First-time buyers during the date range (first order within range) COUNT(DISTINCT CASE WHEN first_order_date >= :date_from AND first_order_date <= :date,empty,,,
store.nps,store,magento,dbt,mart_customer_feedback,magento,high,nps,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,no,,,segment,,/api/v1/customer-feedback/charts/nps-trend,0,1,2,DB_RARE_SEEDS.MARTS.mart_customer_feedback,,,1,customer_feedback,nps-by-segment|nps-distribution|nps-trend,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Nps (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.nps_score,store,magento,dbt,mart_customer_feedback,magento,high,nps_score,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,,low,,/api/v1/customer-feedback/metrics/nps-score,,1,0,0,DB_RARE_SEEDS.MARTS.mart_customer_feedback,,,1,customer_feedback,nps-score,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Nps Score (number) — metric on store [Customer IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.of,store,magento,heuristic,mart_product_seasonality,magento,low,of,level,Product IQ,Merchandising,weekly,dbt,yes,rare_seeds,observable,no,yes,,low,,,/api/v1/product-seasonality/charts/day-of-week,0,1,0,DB_RARE_SEEDS.MARTS.mart_product_seasonality,,,1,product_seasonality,day-of-week,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Of (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.optimization_opportunities,store,ga4,dbt,mart_ga4_product_id_daily,ga4,high,optimization_opportunities,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/new-products/charts/optimization-opportunities,0,1,0,DB_RARE_SEEDS.MARTS.mart_ga4_product_id_daily,,,1,new_products,optimization-opportunities,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Optimization Opportunities (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.order_frequency,store,magento,dbt,mart_customer_health|mart_customer_journey,magento,high,order_frequency,level,Customer IQ,Customer Success,daily,dbt,no,rare_seeds,observable,no,yes,controllable,high,,,/api/v1/customer-health/charts/order_frequency,0,2,0,DB_RARE_SEEDS.MARTS.mart_customer_health|DB_RARE_SEEDS.MARTS.mart_customer_journey,,,2,customer_health|customer_journey,order-frequency|order_frequency,super_admin|agency_admin|tenant_admin|analyst|viewer,Customer Success,,confidential,GDPR|CCPA,"Order Frequency (number) — metric on store [Customer IQ], lever.",number,lever,,,daily,,,,,no,3,,,,active,1,TOTAL_ORDERS,CASE WHEN s.TOTAL_ORDERS IS NULL THEN 'Unknown' WHEN s.TOTAL_ORDERS = 0 THEN '0 Orders' WHEN s.TOTAL_ORDERS = 1 THEN '1 Order' WHEN s.TOTAL_ORDERS = 2 THEN '2 O,empty,,,
store.pairs,store,magento,dbt,mart_product_affinity_daily,magento,high,pairs,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,no,,,product,,,0,0,1,DB_RARE_SEEDS.MARTS.mart_product_affinity_daily,,,1,product_affinity,top_product_pairs,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Pairs (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,,,,
store.peak_month,store,magento,heuristic,mart_product_seasonality,magento,low,peak_month,level,Product IQ,Merchandising,weekly,dbt,no,rare_seeds,observable,no,yes,,low,,/api/v1/product-seasonality/metrics/peak-month,,1,0,0,DB_RARE_SEEDS.MARTS.mart_product_seasonality,,,1,product_seasonality,peak-month,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Peak Month (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
store.performance_tiers,store,ga4,dbt,mart_ga4_product_id_daily,ga4,high,performance_tiers,level,Product IQ,Merchandising,daily,dbt,no,rare_seeds,observable,no,yes,,low,,,/api/v1/new-products/charts/performance-tiers,0,1,0,DB_RARE_SEEDS.MARTS.mart_ga4_product_id_daily,,,1,new_products,performance-tiers,super_admin|agency_admin|tenant_admin|analyst|viewer,Merchandising,,confidential,GDPR|CCPA,"Performance Tiers (number) — metric on store [Product IQ], neutral.",number,neutral,,,daily,,,,,no,3,,,,active,1,,,empty,,,
